Day Number: 7
1028.93925887,611.9184765
331.050938834,336.982478221
102.002561878,164.003894286
897.013465245,651.000713268
1085.99710894,380.999713109
614.244184154,486.487650031
122.995095222,195.002648678
912.9898707,663.982025774
1117.99055043,97.0002275532
840.984777337,391.996570726
388.002498377,276.0003978
572.998882236,402.00123637
805.999407648,569.999448888
47.0018405259,80.0018689303
938.000418039,316.999720647
1188.98644999,22.9977222863
681.00138076,621.999297731
705.998500189,665.994244573
815.000836434,42.0027607857
485.002840154,362.009985654
958.001549576,223.004221386
911.000778927,497.999966558
1006.99709855,672.990251979
671.003394557,197.000451857
1048.99879868,179.999518617
401.003440823,555.997251558
837.996301032,256.001334344
281.003267346,143.001320262
536.998874168,100.002747282
1131.99686728,286.000209816
963.999300336,72.0018425491
1024.03396732,604.068126109
315.001960741,87.0046169499
615.716086986,489.431425957
340.000616845,122.002764831
1167.99629058,489.001261866
733.904086264,164.03496327
793.003363673,261.000466858
490.999119019,597.995098849
434.999336703,439.002136341
92.0009803592,477.998353552
414.001957248,479.998462876
322.003049426,439.99923977
310.006658106,370.996619066
362.005226359,202.003455792
25.9965370118,422.991737807
841.999134369,183.003507204
462.001900135,339.00155072
991.004507918,538.949797519
468.990264087,543.009346137
1049.99337049,683.994020899
342.98010389,332.010218529
1114.0025989,21.0036078825
111.002250276,223.996114207
784.015617242,403.993233709
988.999444933,261.002903617
822.009544333,384.010270548
321.002944273,595.998584283
448.999971259,294.997072959
725.060960354,166.982659224
288.003063818,689.997337482
316.004387683,478.99375516
81.0017322417,345.994810809
1153.99772945,534.99661787
1002.99747659,350.998573401
977.002555463,645.996276386
1163.00533631,13.0059309128
1155.99787325,446.003445682
1014.98424062,485.004982872
1007.99060951,281.994000651
318.000743711,8.00292944087
568.000050936,626.996816017
992.000198484,490.003143838
266.002657824,73.0029416674
991.99701711,530.012474601
1083.9998975,95.0020676454
80.0029258641,328.011320705
922.000876698,616.00405643
653.997673072,433.002718948
912.002202639,50.0033084292
495.99619837,382.994525788
1041.00372663,97.0019008886
723.998312482,547.000151008
771.999219033,600.998225614
699.001318762,291.000256666
1106.99559622,152.997458568
455.995867163,271.005470267
456.006793398,557.989889991
448.999717218,112.003653138
411.00109983,214.003960083
503.995021363,257.001737135
814.996304109,427.991024323
455.99510118,220.003658696
129.999595841,336.999645578
792.941936364,398.043521931
17.020965707,411.024264033
359.999727392,685.996799145
783.001370151,461.995059898
1008.00879916,624.988796754
688.999812083,568.000596066
